away_team,away_team_score,date,game_id,home_team,home_team_score,note,season,year
nyy,8,"Fri, Jul 5",401076049,tb,4 F/11,,Regular Season,2019
nyy,3,"Sat, Jul 6",401076064,tb,4,,Regular Season,2019
nyy,1,"Sun, Jul 7",401076078,tb,2,,Regular Season,2019
tor,0,"Fri, Jul 12",401076098,nyy,4,,Regular Season,2019
tor,2,"Sat, Jul 13",401076113,nyy,1,,Regular Season,2019
tor,2,"Sun, Jul 14",401076128,nyy,4,,Regular Season,2019
tb,5,"Mon, Jul 15",401076140,nyy,4,,Regular Season,2019
tb,3,"Tue, Jul 16",401076151,nyy,8,,Regular Season,2019
tb,,"Wed, Jul 17",,nyy,,postponed,Regular Season,2019
tb,2,"Thu, Jul 18",401152093,nyy,6,,Regular Season,2019
tb,1,"Thu, Jul 18",401076179,nyy,5,,Regular Season,2019
col,2,"Fri, Jul 19",401076187,nyy,8,,Regular Season,2019
col,5,"Sat, Jul 20",401076202,nyy,11,,Regular Season,2019
col,8,"Sun, Jul 21",401076217,nyy,4,,Regular Season,2019
ari,4,"Tue, Jul 30",401076333,nyy,2,,Regular Season,2019
ari,5,"Wed, Jul 31",401076348,nyy,7,,Regular Season,2019
nyy,12,"Thu, Aug 8",401076460,tor,6,,Regular Season,2019
nyy,2,"Fri, Aug 9",401076469,tor,8,,Regular Season,2019
nyy,4,"Sat, Aug 10",401076485,tor,5,,Regular Season,2019
nyy,1,"Sun, Aug 11",401076499,tor,0,,Regular Season,2019
nyy,2,"Tue, Aug 20",401076626,oak,6,,Regular Season,2019
nyy,4,"Wed, Aug 21",401076641,oak,6,,Regular Season,2019
nyy,3,"Thu, Aug 22",401076651,oak,5,,Regular Season,2019
nyy,10,"Fri, Aug 23",401076658,lad,2,,Regular Season,2019
nyy,1,"Sat, Aug 24",401076673,lad,2,,Regular Season,2019
nyy,5,"Sun, Aug 25",401076687,lad,1,,Regular Season,2019
nyy,5,"Mon, Aug 26",401076702,sea,4,,Regular Season,2019
nyy,7,"Tue, Aug 27",401076717,sea,0,,Regular Season,2019
nyy,7,"Wed, Aug 28",401076728,sea,3,,Regular Season,2019
oak,8,"Fri, Aug 30",401076751,nyy,2,,Regular Season,2019
oak,3 F/11,"Sat, Aug 31",401076767,nyy,4,,Regular Season,2019
oak,4,"Sun, Sep 1",401076781,nyy,5,,Regular Season,2019
tex,7,"Mon, Sep 2",401076796,nyy,0,,Regular Season,2019
tex,1,"Tue, Sep 3",401076809,nyy,10,,Regular Season,2019
tex,1,"Wed, Sep 4",401076822,nyy,4,,Regular Season,2019
nyy,5 F/12,"Fri, Sep 13",401076943,tor,6,,Regular Season,2019
nyy,13,"Sat, Sep 14",401076957,tor,3,,Regular Season,2019
nyy,4,"Sun, Sep 15",401076972,tor,6,,Regular Season,2019
laa,0,"Tue, Sep 17",401076987,nyy,8,,Regular Season,2019
laa,3,"Wed, Sep 18",401077002,nyy,2,,Regular Season,2019
laa,1,"Thu, Sep 19",401077017,nyy,9,,Regular Season,2019
tor,4,"Fri, Sep 20",401077034,nyy,3,,Regular Season,2019
tor,2,"Sat, Sep 21",401077051,nyy,7,,Regular Season,2019
tor,3,"Sun, Sep 22",401077064,nyy,8,,Regular Season,2019
nyy,1 F/12,"Tue, Sep 24",401077084,tb,2,,Regular Season,2019
nyy,0,"Wed, Sep 25",401077099,tb,4,,Regular Season,2019
nyy,14,"Fri, Sep 27",401077125,tex,7,,Regular Season,2019
nyy,4,"Sat, Sep 28",401077140,tex,9,,Regular Season,2019
nyy,1,"Sun, Sep 29",401077155,tex,6,,Regular Season,2019
nyy,7,"Sat, Oct 12",401169094,hou,0,,League Championship Series,2019
nyy,2 F/11,"Sun, Oct 13",401169096,hou,3,,League Championship Series,2019
hou,4,"Tue, Oct 15",401169098,nyy,1,,League Championship Series,2019
hou,,"Wed, Oct 16",,nyy,,postponed,League Championship Series,2019
hou,8,"Thu, Oct 17",401169102,nyy,3,,League Championship Series,2019
hou,1,"Fri, Oct 18",401180713,nyy,4,,League Championship Series,2019
nyy,4,"Sat, Oct 19",401169104,hou,6,,League Championship Series,2019
tor,2,"Sat, Feb 22",401162913,nyy,1,,Preseason,2020
nyy,7,"Sun, Feb 23",401162860,tb,9,,Preseason,2020
pit,3,"Mon, Feb 24",401162914,nyy,3,,Preseason,2020
nyy,4,"Tue, Feb 25",401162739,tor,1,,Preseason,2020
wsh,2 F/5,"Wed, Feb 26",401162915,nyy,8,,Preseason,2020
tb,1,"Thu, Feb 27",401162970,nyy,7,,Preseason,2020
nyy,5,"Fri, Feb 28",401162757,atl,3,,Preseason,2020
phi,2,"Wed, Mar 4",401162972,nyy,3,,Preseason,2020
nyy,7,"Sat, Mar 7",401162853,pit,4,,Preseason,2020
atl,0,"Sun, Mar 8",401162993,nyy,1,,Preseason,2020
nyy,1,"Mon, Mar 9",401162839,phi,3,,Preseason,2020
tor,4,"Tue, Mar 10",401162918,nyy,2,,Preseason,2020
nyy,1,"Wed, Mar 11",401162791,mia,3,,Preseason,2020
nyy,6,"Thu, Mar 12",401162814,wsh,3,,Preseason,2020
nyy,9,"Sat, Jul 18",401226627,nym,3,,Preseason,2020
nym,0,"Sun, Jul 19",401226628,nyy,6,,Preseason,2020
phi,2,"Mon, Jul 20",401226626,nyy,2,,Preseason,2020
nyy,4,"Thu, Jul 23",401225674,wsh,1 F/6,,Regular Season,2020
nyy,2,"Sat, Jul 25",401225703,wsh,9,,Regular Season,2020
nyy,3,"Sun, Jul 26",401225718,wsh,2,,Regular Season,2020
nyy,,"Mon, Jul 27",,phi,,postponed,Regular Season,2020
nyy,,"Tue, Jul 28",,phi,,postponed,Regular Season,2020
phi,,"Wed, Jul 29",,nyy,,postponed,Regular Season,2020
phi,,"Thu, Jul 30",,nyy,,postponed,Regular Season,2020
phi,3,"Mon, Aug 3",401233577,nyy,6,,Regular Season,2020
phi,,"Tue, Aug 4",,nyy,,postponed,Regular Season,2020
phi,11,"Wed, Aug 5",401233579,nyy,7 F/7,,Regular Season,2020
nyy,3,"Wed, Aug 5",401234075,phi,1 F/7,,Regular Season,2020
nyy,4,"Thu, Aug 6",401233580,phi,5,,Regular Season,2020
nyy,,"Thu, Aug 6",,tb,,postponed,Regular Season,2020
nyy,0,"Fri, Aug 7",401225881,tb,1,,Regular Season,2020
nyy,8,"Sat, Aug 8",401225896,tb,4 F/7,,Regular Season,2020
nyy,3 F/7,"Sat, Aug 8",401233576,tb,5,,Regular Season,2020
nyy,3,"Sun, Aug 9",401225911,tb,4,,Regular Season,2020
atl,6,"Tue, Aug 11",401225935,nyy,9,,Regular Season,2020
atl,3,"Wed, Aug 12",401225950,nyy,6,,Regular Season,2020
tb,6,"Tue, Aug 18",401226030,nyy,3,,Regular Season,2020
tb,4,"Wed, Aug 19",401226042,nyy,2,,Regular Season,2020
tb,10,"Thu, Aug 20",401226053,nyy,5,,Regular Season,2020
nyy,,"Fri, Aug 21",,nym,,postponed,Regular Season,2020
nyy,,"Sat, Aug 22",,nym,,postponed,Regular Season,2020
nyy,,"Sun, Aug 23",,nym,,postponed,Regular Season,2020
nym,1,"Mon, Aug 2",300802115,atl,4,,Regular Season,2010
nym,3,"Tue, Aug 3",300803115,atl,2,,Regular Season,2010
nym,3,"Wed, Aug 4",300804115,atl,8,,Regular Season,2010
nym,6,"Fri, Aug 28",401226165,nyy,4 F/7,,Regular Season,2020
nyy,3 F/7,"Fri, Aug 28",401240119,nym,4,,Regular Season,2020
nym,1,"Sat, Aug 29",401226180,nyy,2,,Regular Season,2020
nym,7 F/8,"Sun, Aug 30",401226195,nyy,8,,Regular Season,2020
nyy,5,"Sun, Aug 30",401240120,nym,2 F/8,,Regular Season,2020
tb,5,"Mon, Aug 31",401226207,nyy,3,,Regular Season,2020
tb,3,"Tue, Sep 1",401226220,nyy,5,,Regular Season,2020
tb,5,"Wed, Sep 2",401226235,nyy,2,,Regular Season,2020
nyy,7 F/10,"Thu, Sep 3",401240121,nym,9,,Regular Season,2020
nyy,7,"Mon, Sep 7",401226301,tor,12,,Regular Season,2020
nyy,1,"Tue, Sep 8",401226316,tor,2,,Regular Season,2020
nyy,7,"Wed, Sep 9",401226331,tor,2,,Regular Season,2020
tor,6,"Tue, Sep 15",401226402,nyy,20,,Regular Season,2020
tor,2,"Wed, Sep 16",401226417,nyy,13,,Regular Season,2020
tor,7,"Thu, Sep 17",401226428,nyy,10,,Regular Season,2020
nyy,5,"Mon, Sep 21",401226485,tor,11,,Regular Season,2020
nyy,12,"Tue, Sep 22",401226500,tor,1,,Regular Season,2020
nyy,1,"Wed, Sep 23",401226515,tor,14,,Regular Season,2020
nyy,1,"Thu, Sep 24",401226526,tor,4,,Regular Season,2020
mia,4,"Fri, Sep 25",401226535,nyy,3 F/10,,Regular Season,2020
mia,4,"Sat, Sep 26",401226550,nyy,11,,Regular Season,2020
mia,5,"Sun, Sep 27",401226565,nyy,0,,Regular Season,2020
nyy,9,"Mon, Oct 5",401246354,tb,3,,League Divisional Series,2020
nyy,5,"Tue, Oct 6",401246356,tb,7,,League Divisional Series,2020
tb,8,"Wed, Oct 7",401246360,nyy,4,,League Divisional Series,2020
tb,1,"Thu, Oct 8",401246364,nyy,5,,League Divisional Series,2020
nyy,1,"Fri, Oct 9",401246368,tb,2,,League Divisional Series,2020
tb,5,"Sun, Mar 7",300307122,phi,3 F/10,,Preseason,2010
pit,3 F/10,"Mon, Mar 8",300308130,tb,4,,Preseason,2010
tb,16,"Thu, Mar 11",300311123,pit,15,,Preseason,2010
tor,1,"Thu, Mar 11",300311130,tb,4,,Preseason,2010
vsFlorida,8,"Sat, Mar 13",300313130,tb,5,,Preseason,2010
tb,3,"Tue, Mar 23",300323122,phi,4,,Preseason,2010
tor,3,"Wed, Mar 24",300324130,tb,5,,Preseason,2010
tb,14,"Fri, Mar 26",300326114,tor,10,,Preseason,2010
tb,4,"Sat, Mar 27",300327118,hou,4 F/10,,Preseason,2010
pit,2,"Sun, Mar 28",300328130,tb,8,,Preseason,2010
nym,2,"Fri, Apr 2",300402130,tb,4,,Preseason,2010
@Durham,6,"Sat, Apr 3",300403320,tb,9,,Preseason,2010
tor,6,"Fri, Apr 23",300423130,tb,5,,Regular Season,2010
tor,3,"Sat, Apr 24",300424130,tb,9,,Regular Season,2010
tor,0,"Sun, Apr 25",300425130,tb,6,,Regular Season,2010
oak,6,"Tue, Apr 27",300427130,tb,8,,Regular Season,2010
oak,3,"Wed, Apr 28",300428130,tb,10,,Regular Season,2010
tb,5,"Tue, May 4",300504112,sea,2,,Regular Season,2010
tb,8,"Wed, May 5",300505112,sea,3,,Regular Season,2010
tb,8,"Thu, May 6",300506112,sea,0,,Regular Season,2010
tb,4,"Fri, May 7",300507111,oak,1,,Regular Season,2010
tb,2,"Sat, May 8",300508111,oak,4,,Regular Season,2010
tb,0,"Sun, May 9",300509111,oak,4,,Regular Season,2010
tb,4 F/11,"Mon, May 10",300510103,laa,5,,Regular Season,2010
tb,7,"Tue, May 11",300511103,laa,2,,Regular Season,2010
tb,4,"Wed, May 12",300512103,laa,3,,Regular Season,2010
sea,4,"Fri, May 14",300514130,tb,3,,Regular Season,2010
sea,2,"Sat, May 15",300515130,tb,3,,Regular Season,2010
sea,1,"Sun, May 16",300516130,tb,2,,Regular Season,2010
tb,1,"Fri, May 21",300521118,hou,2,,Regular Season,2010
tb,4,"Sat, May 22",300522118,hou,2,,Regular Season,2010
tb,10,"Sun, May 23",300523118,hou,6,,Regular Season,2010
tb,2,"Mon, May 31",300531114,tor,3,,Regular Season,2010
tb,7,"Tue, Jun 1",300601114,tor,6,,Regular Season,2010
tb,7,"Wed, Jun 2",300602114,tor,3,,Regular Season,2010
tb,6,"Fri, Jun 4",300604113,tex,9,,Regular Season,2010
tb,1,"Sat, Jun 5",300605113,tex,6,,Regular Season,2010
tb,9,"Sun, Jun 6",300606113,tex,5,,Regular Season,2010
tor,0,"Tue, Jun 8",300608130,tb,9,,Regular Season,2010
tor,1,"Wed, Jun 9",300609130,tb,10,,Regular Season,2010
tor,3,"Thu, Jun 10",300610130,tb,2,,Regular Season,2010
vsFlorida,14,"Fri, Jun 11",300611130,tb,9,,Regular Season,2010
vsFlorida,5,"Sat, Jun 12",300612130,tb,6,,Regular Season,2010
vsFlorida,6,"Sun, Jun 13",300613130,tb,1,,Regular Season,2010
sf,2,"Thu, Aug 5",300805115,atl,3,,Regular Season,2010
sf,3,"Fri, Aug 6",300806115,atl,2 F/11,,Regular Season,2010
sf,0,"Sat, Aug 7",300807115,atl,3,,Regular Season,2010
@Florida,7,"Fri, Jun 18",300618128,tb,4,,Regular Season,2010
@Florida,8 F/11,"Sat, Jun 19",300619128,tb,9,,Regular Season,2010
@Florida,4,"Sun, Jun 20",300620128,tb,1,,Regular Season,2010
sd,2,"Tue, Jun 22",300622130,tb,1,,Regular Season,2010
sd,5,"Wed, Jun 23",300623130,tb,4,,Regular Season,2010
sd,3,"Thu, Jun 24",300624130,tb,5,,Regular Season,2010
ari,1,"Fri, Jun 25",300625130,tb,0,,Regular Season,2010
ari,3,"Sat, Jun 26",300626130,tb,5,,Regular Season,2010
ari,2,"Sun, Jun 27",300627130,tb,1,,Regular Season,2010
tb,1,"Fri, Aug 6",300806114,tor,2,,Regular Season,2010
tb,11,"Sat, Aug 7",300807114,tor,17,,Regular Season,2010
tb,0,"Sun, Aug 8",300808114,tor,1,,Regular Season,2010
tex,4,"Mon, Aug 16",300816130,tb,6,,Regular Season,2010
tex,1,"Tue, Aug 17",300817130,tb,10,,Regular Season,2010
tex,6,"Wed, Aug 18",300818130,tb,8,,Regular Season,2010
tb,3,"Thu, Aug 19",300819111,oak,4,,Regular Season,2010
tb,4,"Fri, Aug 20",300820111,oak,5,,Regular Season,2010
tb,5,"Sat, Aug 21",300821111,oak,4,,Regular Season,2010
tb,3,"Sun, Aug 22",300822111,oak,2,,Regular Season,2010
tb,4,"Mon, Aug 23",300823103,laa,3,,Regular Season,2010
tb,10,"Tue, Aug 24",300824103,laa,3,,Regular Season,2010
tb,3,"Wed, Aug 25",300825103,laa,12,,Regular Season,2010
tor,2,"Mon, Aug 30",300830130,tb,6,,Regular Season,2010
tor,13,"Tue, Aug 31",300831130,tb,5,,Regular Season,2010
tor,1,"Wed, Sep 1",300901130,tb,2,,Regular Season,2010
tb,9,"Fri, Sep 10",300910114,tor,8,,Regular Season,2010
tb,13,"Sat, Sep 11",300911114,tor,1,,Regular Season,2010
tb,4,"Sun, Sep 12",300912114,tor,5,,Regular Season,2010
laa,4,"Fri, Sep 17",300917130,tb,3,,Regular Season,2010
laa,3 F/10,"Sat, Sep 18",300918130,tb,4,,Regular Season,2010
laa,6,"Sun, Sep 19",300919130,tb,3,,Regular Season,2010
sea,3,"Fri, Sep 24",300924130,tb,5,,Regular Season,2010
sea,1,"Sat, Sep 25",300925130,tb,9,,Regular Season,2010
sea,6,"Sun, Sep 26",300926130,tb,2,,Regular Season,2010
tex,5,"Wed, Oct 6",301006130,tb,1,,League Divisional Series,2010
tex,6,"Thu, Oct 7",301007130,tb,0,,League Divisional Series,2010
tb,6,"Sat, Oct 9",301009113,tex,3,,League Divisional Series,2010
tb,5,"Sun, Oct 10",301010113,tex,2,,League Divisional Series,2010
tex,5,"Tue, Oct 12",301012130,tb,1,,League Divisional Series,2010
pit,5,"Sat, Feb 26",310226130,tb,9,,Preseason,2011
tb,3 F/8,"Sun, Feb 27",310227123,pit,10,,Preseason,2011
pit,6,"Mon, Feb 28",310228130,tb,5,,Preseason,2011
tb,4,"Wed, Mar 2",310302114,tor,5,,Preseason,2011
nyy,1 F/10,"Thu, Mar 3",310303130,tb,1,,Preseason,2011
tb,4,"Sun, Mar 6",310306122,phi,5,,Preseason,2011
tb,4,"Mon, Mar 7",310307123,pit,2,,Preseason,2011
tor,2 F/10,"Tue, Mar 8",310308130,tb,3,,Preseason,2011
@Netherlands,3,"Wed, Mar 9",310309313,tb,4,,Preseason,2011
tor,3 F/11,"Wed, Mar 9",310309130,tb,4,,Preseason,2011
pit,8,"Fri, Mar 11",310311130,tb,7,,Preseason,2011
tb,6,"Sat, Mar 12",310312122,phi,2,,Preseason,2011
tb,3,"Sun, Mar 13",310313114,tor,9,,Preseason,2011
vsFlorida,2 F/8,"Tue, Mar 15",310315130,tb,11,,Preseason,2011
@Florida,3,"Wed, Mar 16",310316128,tb,6,,Preseason,2011
phi,1 F/8,"Wed, Mar 23",310323130,tb,4,,Preseason,2011
tb,11,"Thu, Mar 24",310324118,hou,3,,Preseason,2011
pit,5,"Fri, Mar 25",310325130,tb,9,,Preseason,2011
tb,4,"Sun, Mar 27",310327123,pit,5,,Preseason,2011
tor,3,"Wed, Mar 30",310330130,tb,5,,Preseason,2011
laa,5,"Tue, Apr 5",310405130,tb,3,,Regular Season,2011
laa,5,"Wed, Apr 6",310406130,tb,1,,Regular Season,2011
tb,4 F/11,"Fri, Apr 22",310422114,tor,6,,Regular Season,2011
tb,6,"Sat, Apr 23",310423114,tor,4,,Regular Season,2011
tb,2,"Sun, Apr 24",310424114,tor,0,,Regular Season,2011
laa,8,"Fri, Apr 29",310429130,tb,5,,Regular Season,2011
laa,1 F/10,"Sat, Apr 30",310430130,tb,2,,Regular Season,2011
laa,6,"Sun, May 1",310501130,tb,5,,Regular Season,2011
tor,2,"Tue, May 3",310503130,tb,3,,Regular Season,2011
tor,3,"Wed, May 4",310504130,tb,2,,Regular Season,2011
tor,1,"Thu, May 5",310505130,tb,3,,Regular Season,2011
tb,6,"Wed, May 18",310518114,tor,5,,Regular Season,2011
tb,2,"Thu, May 19",310519114,tor,3,,Regular Season,2011
@Florida,5,"Fri, May 20",310520128,tb,3,,Regular Season,2011
@Florida,5,"Sat, May 21",310521128,tb,3,,Regular Season,2011
@Florida,0,"Sun, May 22",310522128,tb,4,,Regular Season,2011
tex,11,"Mon, May 30",310530130,tb,5,,Regular Season,2011
tex,4,"Tue, May 31",310531130,tb,5,,Regular Season,2011
tex,3,"Wed, Jun 1",310601130,tb,0,,Regular Season,2011
tb,2,"Thu, Jun 2",310602112,sea,8,,Regular Season,2011
tb,0,"Fri, Jun 3",310603112,sea,7,,Regular Season,2011
tb,3,"Sat, Jun 4",310604112,sea,2,,Regular Season,2011
tb,6,"Sun, Jun 5",310605112,sea,9,,Regular Season,2011
tb,5,"Mon, Jun 6",310606103,laa,1,,Regular Season,2011
tb,4,"Tue, Jun 7",310607103,laa,1,,Regular Season,2011
tb,4,"Wed, Jun 8",310608103,laa,3 F/10,,Regular Season,2011
vsFlorida,1,"Fri, Jun 17",310617130,tb,5,,Regular Season,2011
vsFlorida,4,"Sat, Jun 18",310618130,tb,7,,Regular Season,2011
vsFlorida,1,"Sun, Jun 19",310619130,tb,2,,Regular Season,2011
tb,8,"Mon, Jun 20",310620108,mil,4,,Regular Season,2011
tb,1,"Tue, Jun 21",310621108,mil,5,,Regular Season,2011
tb,6,"Wed, Jun 22",310622108,mil,3,,Regular Season,2011
tb,5,"Fri, Jun 24",310624118,hou,1,,Regular Season,2011
tb,7,"Sat, Jun 25",310625118,hou,2,,Regular Season,2011
tb,14,"Sun, Jun 26",310626118,hou,10,,Regular Season,2011
cin,5,"Mon, Jun 27",310627130,tb,0,,Regular Season,2011
cin,3,"Tue, Jun 28",310628130,tb,4,,Regular Season,2011
cin,4,"Wed, Jun 29",310629130,tb,3,,Regular Season,2011
stl,5,"Fri, Jul 1",310701130,tb,3,,Regular Season,2011
stl,1,"Sat, Jul 2",310702130,tb,5,,Regular Season,2011
stl,3,"Sun, Jul 3",310703130,tb,8,,Regular Season,2011
tb,5,"Mon, Jul 25",310725111,oak,7,,Regular Season,2011
tb,1,"Tue, Jul 26",310726111,oak,6,,Regular Season,2011
tb,4,"Wed, Jul 27",310727111,oak,13,,Regular Season,2011
tb,10,"Thu, Jul 28",310728111,oak,8,,Regular Season,2011
tb,8,"Fri, Jul 29",310729112,sea,0,,Regular Season,2011
tb,2,"Sat, Jul 30",310730112,sea,3,,Regular Season,2011
tb,8,"Sun, Jul 31",310731112,sea,1,,Regular Season,2011
tor,3,"Tue, Aug 2",310802130,tb,1,,Regular Season,2011
tor,1,"Wed, Aug 3",310803130,tb,9,,Regular Season,2011
tor,6 F/12,"Thu, Aug 4",310804130,tb,7,,Regular Season,2011
oak,4,"Fri, Aug 5",310805130,tb,8,,Regular Season,2011
oak,8,"Sat, Aug 6",310806130,tb,0,,Regular Season,2011
oak,5,"Sun, Aug 7",310807130,tb,4 F/10,,Regular Season,2011
sea,2,"Fri, Aug 19",310819130,tb,3,,Regular Season,2011
sea,0,"Sat, Aug 20",310820130,tb,8,,Regular Season,2011
sea,7,"Sun, Aug 21",310821130,tb,8,,Regular Season,2011
tb,6,"Fri, Aug 26",310826114,tor,1,,Regular Season,2011
tb,6,"Sat, Aug 27",310827114,tor,5,,Regular Season,2011
tb,12,"Sun, Aug 28",310828114,tor,0,,Regular Season,2011
tb,3,"Mon, Aug 29",310829114,tor,7,,Regular Season,2011
tb,0,"Tue, Aug 30",310830113,tex,2,,Regular Season,2011
tb,4,"Wed, Aug 31",310831113,tex,1,,Regular Season,2011
tb,2,"Thu, Sep 1",310901113,tex,7,,Regular Season,2011
tex,1,"Mon, Sep 5",310905130,tb,5,,Regular Season,2011
tex,8,"Tue, Sep 6",310906130,tb,0,,Regular Season,2011
tex,4 F/10,"Wed, Sep 7",310907130,tb,5,,Regular Season,2011
tor,5,"Fri, Sep 23",310923130,tb,1,,Regular Season,2011
tor,2,"Sat, Sep 24",310924130,tb,6,,Regular Season,2011
tor,2,"Sun, Sep 25",310925130,tb,5,,Regular Season,2011
tb,9,"Fri, Sep 30",310930113,tex,0,,League Divisional Series,2011
tb,6,"Sat, Oct 1",311001113,tex,8,,League Divisional Series,2011
tex,4,"Mon, Oct 3",311003130,tb,3,,League Divisional Series,2011
tex,4,"Tue, Oct 4",311004130,tb,3,,League Divisional Series,2011
bal,3 F/10,"Fri, Mar 9",320309130,tb,3,,Preseason,2012
pit,3,"Sun, Mar 11",320311130,tb,4,,Preseason,2012
tb,7,"Tue, Mar 13",320313101,bal,7 F/10,,Preseason,2012
mia,4,"Wed, Mar 14",320314130,tb,2,,Preseason,2012
phi,6,"Thu, Mar 15",320315130,tb,6,,Preseason,2012
tb,0 F/8,"Fri, Mar 16",320316114,tor,5,,Preseason,2012
tb,2,"Sat, Mar 17",320317123,pit,1,,Preseason,2012
tb,3,"Tue, Mar 20",320320128,mia,2,,Preseason,2012
tb,8,"Thu, Mar 22",320322123,pit,6,,Preseason,2012
tor,7,"Fri, Mar 23",320323130,tb,5,,Preseason,2012
mia,5,"Sun, Mar 25",320325130,tb,1 F/8,,Preseason,2012
pit,4,"Wed, Mar 28",320328130,tb,6,,Preseason,2012
tb,1,"Thu, Mar 29",320329122,phi,2,,Preseason,2012
tb,3,"Fri, Mar 30",320330123,pit,3,,Preseason,2012
vsTampa Bay (F),1 F/8,"Wed, Apr 4",320404130,tb,2,,Preseason,2012
tb,3,"Tue, Apr 17",320417114,tor,7,,Regular Season,2012
tb,12,"Wed, Apr 18",320418114,tor,2,,Regular Season,2012
tb,9,"Thu, Apr 19",320419114,tor,4,,Regular Season,2012
laa,0,"Tue, Apr 24",320424130,tb,5,,Regular Season,2012
laa,2,"Wed, Apr 25",320425130,tb,3,,Regular Season,2012
laa,3,"Thu, Apr 26",320426130,tb,4,,Regular Season,2012
tb,8,"Fri, Apr 27",320427113,tex,4,,Regular Season,2012
tb,2,"Sat, Apr 28",320428113,tex,7,,Regular Season,2012
tb,5,"Sun, Apr 29",320429113,tex,2,,Regular Season,2012
sea,2 F/12,"Mon, Apr 30",320430130,tb,3,,Regular Season,2012
sea,1,"Tue, May 1",320501130,tb,3,,Regular Season,2012
sea,4,"Wed, May 2",320502130,tb,5,,Regular Season,2012
sea,3,"Thu, May 3",320503130,tb,4,,Regular Season,2012
oak,2,"Fri, May 4",320504130,tb,7,,Regular Season,2012
oak,4,"Sat, May 5",320505130,tb,3 F/12,,Regular Season,2012
oak,9,"Sun, May 6",320506130,tb,5,,Regular Season,2012
tb,7,"Mon, May 14",320514114,tor,1,,Regular Season,2012
tb,4,"Tue, May 15",320515114,tor,3,,Regular Season,2012
atl,5,"Fri, May 18",320518130,tb,3,,Regular Season,2012
atl,2,"Sat, May 19",320519130,tb,5,,Regular Season,2012
atl,2,"Sun, May 20",320520130,tb,0,,Regular Season,2012
tor,6,"Mon, May 21",320521130,tb,2,,Regular Season,2012
tor,5,"Tue, May 22",320522130,tb,8,,Regular Season,2012
tor,4 F/11,"Wed, May 23",320523130,tb,5,,Regular Season,2012
tb,5,"Fri, Jun 8",320608128,mia,1,,Regular Season,2012
tb,13,"Sat, Jun 9",320609128,mia,4,,Regular Season,2012
tb,4,"Sun, Jun 10",320610128,mia,2,,Regular Season,2012
nym,11,"Tue, Jun 12",320612130,tb,2,,Regular Season,2012
nym,9,"Wed, Jun 13",320613130,tb,1,,Regular Season,2012
nym,9,"Thu, Jun 14",320614130,tb,6,,Regular Season,2012
mia,0,"Fri, Jun 15",320615130,tb,11,,Regular Season,2012
mia,4,"Sat, Jun 16",320616130,tb,3 F/15,,Regular Season,2012
mia,0,"Sun, Jun 17",320617130,tb,3,,Regular Season,2012
tb,5,"Tue, Jun 19",320619120,wsh,4,,Regular Season,2012
tb,2,"Wed, Jun 20",320620120,wsh,3,,Regular Season,2012
tb,2,"Thu, Jun 21",320621120,wsh,5,,Regular Season,2012
tb,,"Fri, Jun 22",,phi,,postponed,Regular Season,2012
tb,6,"Sat, Jun 23",320623122,phi,7,,Regular Season,2012
tb,3,"Sun, Jun 24",320624222,phi,2,,Regular Season,2012
tb,7,"Sun, Jun 24",320624322,phi,3,,Regular Season,2012
sea,3 F/14,"Fri, Jul 20",320720130,tb,4,,Regular Season,2012
sea,2,"Sat, Jul 21",320721130,tb,1,,Regular Season,2012
sea,2,"Sun, Jul 22",320722130,tb,1,,Regular Season,2012
tb,1,"Fri, Jul 27",320727103,laa,3,,Regular Season,2012
tb,3,"Sat, Jul 28",320728103,laa,0,,Regular Season,2012
tb,2,"Sun, Jul 29",320729103,laa,0,,Regular Season,2012
tb,3 F/15,"Mon, Jul 30",320730111,oak,4,,Regular Season,2012
tb,8,"Tue, Jul 31",320731111,oak,0,,Regular Season,2012
tb,4,"Wed, Aug 1",320801111,oak,1,,Regular Season,2012
tor,1,"Tue, Aug 7",320807130,tb,4,,Regular Season,2012
tor,2,"Wed, Aug 8",320808130,tb,3,,Regular Season,2012
tor,1,"Thu, Aug 9",320809130,tb,7,,Regular Season,2012
tb,4,"Mon, Aug 13",320813112,sea,1,,Regular Season,2012
tb,2,"Tue, Aug 14",320814112,sea,3,,Regular Season,2012
tb,0,"Wed, Aug 15",320815112,sea,1,,Regular Season,2012
tb,7,"Thu, Aug 16",320816103,laa,0,,Regular Season,2012
tb,12,"Fri, Aug 17",320817103,laa,3,,Regular Season,2012
tb,10,"Sat, Aug 18",320818103,laa,8,,Regular Season,2012
tb,8,"Sun, Aug 19",320819103,laa,3,,Regular Season,2012
oak,0,"Thu, Aug 23",320823130,tb,5,,Regular Season,2012
oak,5,"Fri, Aug 24",320824130,tb,4,,Regular Season,2012
oak,4,"Sat, Aug 25",320825130,tb,2,,Regular Season,2012
tb,5,"Mon, Aug 27",320827113,tex,6,,Regular Season,2012
tb,0,"Tue, Aug 28",320828113,tex,1,,Regular Season,2012
tb,8,"Wed, Aug 29",320829113,tex,4,,Regular Season,2012
tb,0,"Thu, Aug 30",320830114,tor,2,,Regular Season,2012
tb,1,"Fri, Aug 31",320831114,tor,2,,Regular Season,2012
tb,5,"Sat, Sep 1",320901114,tor,4,,Regular Season,2012
tb,9,"Sun, Sep 2",320902114,tor,4,,Regular Season,2012
